,prenom,year,nombre,parts
148,JEAN,1927,31451,5.240636721281974
149,JEAN,1928,32112,5.299490877884957
150,JEAN,1929,32076,5.3675237703189795
151,JEAN,1930,33850,5.421603769656317
152,JEAN,1931,33468,5.424179314927514
153,JEAN,1932,33836,5.544467494502397
154,JEAN,1933,32865,5.677195346306325
155,JEAN,1934,33528,5.747049597613967
156,JEAN,1935,32702,5.887150055537453
157,JEAN,1936,33334,6.051605852269942
158,JEAN,1937,33704,6.205478216201189
159,JEAN,1938,35384,6.576572725363408
160,JEAN,1939,37325,6.941499847500874
161,JEAN,1940,34920,7.171241105258294
162,JEAN,1941,33336,7.232460155948295
163,JEAN,1942,37569,7.370676209366521
164,JEAN,1943,40802,7.401454822500771
165,JEAN,1944,40156,7.2153852511890575
166,JEAN,1945,40809,7.23499689743817
167,JEAN,1946,53596,6.419428364732191
168,JEAN,1947,51420,5.9707246383543
169,JEAN,1948,46281,5.386528615605931
170,JEAN,1949,42873,4.982636951913422
171,JEAN,1950,38370,4.514218553120599
172,JEAN,1951,35312,4.331017700851682
173,JEAN,1952,34016,4.187002027279027
174,JEAN,1953,29372,3.695451142718746
175,JEAN,1954,28594,3.5744019120812633
176,JEAN,1955,24887,3.1264878989453586
177,JEAN,1956,23958,3.0097800893210467
178,JEAN,1957,22231,2.763702274512924
179,JEAN,1958,21176,2.6497955342886748
180,JEAN,1959,20223,2.4835315442769352
181,JEAN,1960,17666,2.1938174236243313
182,JEAN,1961,16176,1.9670169584684118
183,JEAN,1962,14563,1.7835404312437388
184,JEAN,1963,13890,1.6308731687900893
185,JEAN,1964,13423,1.5615493342795153
186,JEAN,1965,10918,1.2886686157612268
187,JEAN,1966,10747,1.275114911025526
188,JEAN,1967,8980,1.09880966365167
189,JEAN,1968,8978,1.111962952733524
190,JEAN,1969,7743,0.9567882165408331
191,JEAN,1970,5568,0.6865428719390397
192,JEAN,1971,4768,0.5684758218934728
193,JEAN,1972,4443,0.5347091593765457
194,JEAN,1973,3793,0.47007530127947733
195,JEAN,1974,3459,0.46256240045681213
196,JEAN,1975,3119,0.45221118073658667
197,JEAN,1976,2753,0.41675055670184247
198,JEAN,1977,2805,0.41279927947762124
199,JEAN,1978,3482,0.5201774160537925
200,JEAN,1979,3408,0.49621649483035013
201,JEAN,1980,3732,0.5143400543006381
202,JEAN,1981,3288,0.4522615138931491
203,JEAN,1982,3424,0.47746674884747
204,JEAN,1983,3150,0.4703879580682735
205,JEAN,1984,2967,0.43618241157272647
206,JEAN,1985,2968,0.43168648623490263
207,JEAN,1986,2664,0.3831852997231112
208,JEAN,1987,2355,0.3438237286551893
209,JEAN,1988,2104,0.30626266390292756
210,JEAN,1989,1837,0.26989224878864365
211,JEAN,1990,1643,0.24358098141045695
212,JEAN,1991,1452,0.21657192887730126
213,JEAN,1992,1449,0.22269524255953524
214,JEAN,1993,1294,0.21047803237197682
215,JEAN,1994,1322,0.2157683933578589
216,JEAN,1995,1262,0.20138929891948737
217,JEAN,1996,1312,0.20925740734538156
218,JEAN,1997,1165,0.18898347976173482
219,JEAN,1998,1096,0.1759961203774924
220,JEAN,1999,1097,0.17486056583412635
221,JEAN,2000,977,0.1489663079988961
222,JEAN,2001,1130,0.17597353856312153
223,JEAN,2002,972,0.15510357791401647
224,JEAN,2003,849,0.1377193736607237
225,JEAN,2004,862,0.14046957904754456
226,JEAN,2005,823,0.13437612252228717
227,JEAN,2006,750,0.11987839535575114
228,JEAN,2007,793,0.12992587835136676
229,JEAN,2008,860,0.1399350115771815
230,JEAN,2009,783,0.1288763725004485
231,JEAN,2010,773,0.12807491637022764
232,JEAN,2011,738,0.1260243749583761
233,JEAN,2012,826,0.14239930765663494
234,JEAN,2013,840,0.14743929538058645
235,JEAN,2014,782,0.13745027973416907
236,JEAN,2015,782,0.14198175298443103
237,JEAN,2016,758,0.14170555156736062
238,JEAN,2017,733,0.14079150564318477
239,JEAN,2018,752,0.14725752442869172
240,JEAN,2019,689,0.13678098168643604
241,JEAN,2020,576,0.11823703652005411
242,PIERRE,1900,7461,1.9106029372223148
243,PIERRE,1901,8458,1.9731347601117908
244,PIERRE,1902,8983,2.037654531019621
245,PIERRE,1903,9080,2.046759897932502
246,PIERRE,1904,9220,2.032112669847812
247,PIERRE,1905,9438,2.0343191669594494
248,PIERRE,1906,9864,2.0733099182152386
249,PIERRE,1907,10079,2.120457290005512
250,PIERRE,1908,10783,2.163058893857057
251,PIERRE,1909,10909,2.1827342102419838
252,PIERRE,1910,11161,2.1954093304404783
253,PIERRE,1911,10994,2.254213065578039
254,PIERRE,1912,11924,2.2996308710594424
255,PIERRE,1913,12218,2.34786802898612
256,PIERRE,1914,12307,2.4045327992966348
257,PIERRE,1915,7772,2.368551776261455
258,PIERRE,1916,6063,2.325501116148482
259,PIERRE,1917,6753,2.3797777041646992
260,PIERRE,1918,7800,2.397676098550636
261,PIERRE,1919,8660,2.387529706273193
262,PIERRE,1920,15648,2.518877901707744
263,PIERRE,1921,15735,2.5847921899358193
264,PIERRE,1922,15088,2.5884770909140817
265,PIERRE,1923,15524,2.6436834459844927
266,PIERRE,1924,15723,2.6724888157626356
267,PIERRE,1925,16098,2.6645171328219917
268,PIERRE,1926,16259,2.6845936784332634
269,PIERRE,1927,16392,2.7313763357366736
270,PIERRE,1928,16309,2.6914984033204337
271,PIERRE,1929,15921,2.6641833753350936
272,PIERRE,1930,16480,2.6395282163644342
273,PIERRE,1931,16074,2.605123052113806
274,PIERRE,1932,15697,2.5721570593806633
275,PIERRE,1933,14882,2.5707598096373263
276,PIERRE,1934,14681,2.5164768295923
277,PIERRE,1935,14162,2.549502143187616
278,PIERRE,1936,13439,2.4397771359169544
279,PIERRE,1937,12870,2.3695853501812634
280,PIERRE,1938,12460,2.3158516888432077
281,PIERRE,1939,11895,2.212167198553862
282,PIERRE,1940,9992,2.0519771226729917
283,PIERRE,1941,9037,1.9606354220453786
284,PIERRE,1942,9683,1.8997114039579446
285,PIERRE,1943,9877,1.7916810274457164
286,PIERRE,1944,9331,1.6766301369370729
287,PIERRE,1945,8615,1.527346866412552
288,PIERRE,1946,12412,1.4866397653380092
289,PIERRE,1947,12179,1.4141862187965193
290,PIERRE,1948,11263,1.3108721029703247
291,PIERRE,1949,10805,1.255741195284317
292,PIERRE,1950,10329,1.2152036339635828
293,PIERRE,1951,9243,1.1336541858000708
294,PIERRE,1952,8754,1.077522805350441
295,PIERRE,1953,8248,1.037725760082535
296,PIERRE,1954,7913,0.989167039599183
297,PIERRE,1955,7665,0.9629336499142594
298,PIERRE,1956,7478,0.9394413351674926
299,PIERRE,1957,7413,0.9215656048294862
300,PIERRE,1958,7313,0.9150904203935152
301,PIERRE,1959,7175,0.8811422059134161
302,PIERRE,1960,6856,0.8513988597514104
303,PIERRE,1961,6518,0.7925949885816708
304,PIERRE,1962,6062,0.7424172281947088
305,PIERRE,1963,6204,0.7284331993645583
306,PIERRE,1964,5761,0.6701993380603656
307,PIERRE,1965,5642,0.665934084092768
308,PIERRE,1966,5320,0.6312097633437981
309,PIERRE,1967,4895,0.5989613923802811
310,PIERRE,1968,4750,0.5883074209717353
311,PIERRE,1969,4228,0.5224461551768879
312,PIERRE,1970,3746,0.4618874996917462
313,PIERRE,1971,3645,0.4345835509231771
314,PIERRE,1972,3253,0.39149423710373693
315,PIERRE,1973,3024,0.37477134486399666
316,PIERRE,1974,2607,0.3486268222003207
317,PIERRE,1975,2414,0.34999608537932675
318,PIERRE,1976,2444,0.36997397768953977
319,PIERRE,1977,2685,0.3951394172539797
320,PIERRE,1978,3206,0.47894566222528967
321,PIERRE,1979,3607,0.5251915777151036
322,PIERRE,1980,3957,0.5453493019473807
323,PIERRE,1981,3963,0.5451071713985858
324,PIERRE,1982,4290,0.598227906704336
325,PIERRE,1983,4259,0.6359943852104053
326,PIERRE,1984,4329,0.6364117491399841
327,PIERRE,1985,4739,0.6892729980684648
328,PIERRE,1986,4830,0.694739113236722
329,PIERRE,1987,5175,0.7555362190193651
330,PIERRE,1988,5565,0.8100531010550341
331,PIERRE,1989,5065,0.7441503756747305
332,PIERRE,1990,5245,0.7775911427254087
333,PIERRE,1991,5454,0.8134871212787886
334,PIERRE,1992,5037,0.7741310812783844
335,PIERRE,1993,4947,0.8046636987203781
336,PIERRE,1994,4823,0.7871792444515533
337,PIERRE,1995,5139,0.820078928008911
338,PIERRE,1996,4986,0.7952419459024943
339,PIERRE,1997,4662,0.7562583542053285
340,PIERRE,1998,4283,0.6877658609277373
341,PIERRE,1999,4374,0.6972106790870269
342,PIERRE,2000,4157,0.6338310566544637
343,PIERRE,2001,3613,0.5626481370164231
344,PIERRE,2002,2905,0.4635554463376726
345,PIERRE,2003,2647,0.42937948419309263
346,PIERRE,2004,2614,0.4259715540954541
347,PIERRE,2005,2271,0.370799725696372
348,PIERRE,2006,2000,0.3196757209486697
349,PIERRE,2007,1785,0.2924561070078054
350,PIERRE,2008,1633,0.26571380686690393
351,PIERRE,2009,1389,0.22861977190692592
352,PIERRE,2010,1217,0.20163929265532604
353,PIERRE,2011,1118,0.19091497453043968
354,PIERRE,2012,1051,0.1811884653112873
355,PIERRE,2013,981,0.17218803424804205
356,PIERRE,2014,948,0.16662770484397987
357,PIERRE,2015,760,0.1379873814170941
358,PIERRE,2016,713,0.13329295285953577
359,PIERRE,2017,611,0.11735826732330953
360,PIERRE,2018,550,0.10770164685609102
361,PIERRE,2019,465,0.09231227356196338
362,PIERRE,2020,388,0.07964578154475867
363,MICHEL,1900,729,0.18668134851026236
364,MICHEL,1901,862,0.20109271260538705
365,MICHEL,1902,892,0.20233639559941022
366,MICHEL,1903,928,0.2091842715067579
367,MICHEL,1904,928,0.2045336830389121
368,MICHEL,1905,980,0.21123466662643148
369,MICHEL,1906,969,0.20367369330399088
370,MICHEL,1907,1067,0.2244794055398235
371,MICHEL,1908,1155,0.231691831809784
372,MICHEL,1909,1149,0.2298983965137079
373,MICHEL,1910,1272,0.25020703058151494
374,MICHEL,1911,1270,0.26040118185229305
375,MICHEL,1912,1408,0.27154312868598585
376,MICHEL,1913,1602,0.307847813262053
377,MICHEL,1914,1753,0.34249987788795
378,MICHEL,1915,1178,0.35900077102882066
379,MICHEL,1916,930,0.35670724691045497
380,MICHEL,1917,1111,0.391519773334367
381,MICHEL,1918,1309,0.4023792324362541
382,MICHEL,1919,1522,0.41960972435886834
383,MICHEL,1920,2564,0.41273024923176477
384,MICHEL,1921,2827,0.4643919619287297
385,MICHEL,1922,3201,0.5491592767773048
386,MICHEL,1923,3719,0.6333328224437212
387,MICHEL,1924,4213,0.716097143090249
388,MICHEL,1925,4857,0.8039234509949318
389,MICHEL,1926,6028,0.9953091022569477
390,MICHEL,1927,7316,1.219054982445675
391,MICHEL,1928,8819,1.455412619957257
392,MICHEL,1929,9857,1.6494476182826467
393,MICHEL,1930,12703,2.034582944931882
394,MICHEL,1931,13453,2.1803359723831672
395,MICHEL,1932,14075,2.3063713200473233
396,MICHEL,1933,14417,2.4904343620172917
397,MICHEL,1934,15675,2.68685881778212
398,MICHEL,1935,15749,2.83520048390494
399,MICHEL,1936,15881,2.8831089140186883
400,MICHEL,1937,16355,3.011232976085047
401,MICHEL,1938,16847,3.131232215244103
402,MICHEL,1939,17140,3.187603680808171
403,MICHEL,1940,16367,3.361159884586555
404,MICHEL,1941,16137,3.501026203999809
405,MICHEL,1942,18704,3.6695447794722087
406,MICHEL,1943,20722,3.758956591144085
407,MICHEL,1944,20880,3.7517990846903957
408,MICHEL,1945,21007,3.7243152202818903
409,MICHEL,1946,31886,3.819126293713162
410,MICHEL,1947,32585,3.7836651563744628
411,MICHEL,1948,32273,3.756172900573674
412,MICHEL,1949,30449,3.538737959760497
413,MICHEL,1950,27957,3.289132345311248
414,MICHEL,1951,25136,3.082931041249657
415,MICHEL,1952,23767,2.925460876715094
416,MICHEL,1953,22352,2.8122267445883633
417,MICHEL,1954,21380,2.672613586077408
418,MICHEL,1955,21551,2.707395054051168
419,MICHEL,1956,20436,2.5673205570316773
420,MICHEL,1957,19030,2.3657619668022556
421,MICHEL,1958,17719,2.2172141609397915
422,MICHEL,1959,16426,2.0172323169803166
423,MICHEL,1960,14465,1.7963075417596488
424,MICHEL,1961,13330,1.6209406563046445
425,MICHEL,1962,12186,1.4924276382020325
426,MICHEL,1963,11436,1.3427405009563327
427,MICHEL,1964,9908,1.1526358343173237
428,MICHEL,1965,8465,0.9991371892671538
429,MICHEL,1966,7925,0.9402889801690979
430,MICHEL,1967,6752,0.82618739966326
431,MICHEL,1968,6033,0.7472123517310482
432,MICHEL,1969,5011,0.6192000197709047
433,MICHEL,1970,4430,0.5462257404256369
434,MICHEL,1971,3920,0.4673710616238283
435,MICHEL,1972,3301,0.3972709734643209
436,MICHEL,1973,2682,0.3323864903853304
437,MICHEL,1974,2148,0.2872460353227038
438,MICHEL,1975,1703,0.24691107431689868
439,MICHEL,1976,1611,0.2438740090253063
440,MICHEL,1977,1434,0.21103535357251654
441,MICHEL,1978,1353,0.20212522800711696
442,MICHEL,1979,1288,0.18753721987719807
443,MICHEL,1980,1202,0.16565829187282075
444,MICHEL,1981,1114,0.153229722164528
445,MICHEL,1982,980,0.13665812320984833
446,MICHEL,1983,908,0.13559119553206103
447,MICHEL,1984,809,0.1189321101996413
448,MICHEL,1985,755,0.10981243163994323
449,MICHEL,1986,655,0.09421410334783703
450,MICHEL,1987,582,0.08497045013898946
451,MICHEL,1988,578,0.08413489531173579
452,MICHEL,1989,535,0.07860226080670896
453,MICHEL,1990,517,0.07664721082727098
454,MICHEL,1991,476,0.0709974091911814
455,MICHEL,1992,407,0.06255138973204337
456,MICHEL,1993,383,0.062297593816435175
457,MICHEL,1994,317,0.0517387145948875
458,MICHEL,1995,296,0.04723552494466581
459,MICHEL,1996,278,0.04433960308080494
460,MICHEL,1997,254,0.04120326511543403
461,MICHEL,1998,227,0.03645175120957188
462,MICHEL,1999,201,0.032039173867510845
463,MICHEL,2000,194,0.029579799131817647
464,MICHEL,2001,200,0.031145759037720627
465,MICHEL,2002,136,0.021701735181385018
466,MICHEL,2003,125,0.0202767040136519
467,MICHEL,2004,136,0.022162253770842296
468,MICHEL,2005,99,0.016164320935244753
469,MICHEL,2006,78,0.012467353116998117
470,MICHEL,2007,86,0.014090322242392865
471,MICHEL,2008,75,0.012203634730568153
472,MICHEL,2009,94,0.015471748422786922
473,MICHEL,2010,79,0.013089157041717961
474,MICHEL,2011,58,0.009904354671525492
475,MICHEL,2012,44,0.0075854352746875745
476,MICHEL,2013,53,0.009302717446632242
477,MICHEL,2014,44,0.007733775330311303
478,MICHEL,2015,49,0.008896554854523172
479,MICHEL,2016,29,0.005421452500598229
480,MICHEL,2017,34,0.006530574613735719
481,MICHEL,2018,15,0.002937317641529755
482,MICHEL,2019,38,0.00754379869968733
483,MICHEL,2020,30,0.006158178985419484
484,ANDRÉ,1900,5534,1.4171393452068475
485,ANDRÉ,1901,6269,1.4624712474746768
486,ANDRÉ,1902,6344,1.43903822161733
487,ANDRÉ,1903,7489,1.6881260876229633
488,ANDRÉ,1904,7969,1.75638892256152
489,ANDRÉ,1905,8440,1.8192046799255936
490,ANDRÉ,1906,9039,1.8999035229873822
491,ANDRÉ,1907,9381,1.97360946894947
492,ANDRÉ,1908,10473,2.1008732073972882
493,ANDRÉ,1909,11025,2.2059441440936722
494,ANDRÉ,1910,11762,2.3136282183174366
495,ANDRÉ,1911,11966,2.4535122378303456
496,ANDRÉ,1912,12889,2.4857382000239143
497,ANDRÉ,1913,12828,2.465088482225728
498,ANDRÉ,1914,12564,2.454745274263664
499,ANDRÉ,1915,7667,2.3365525564329097
500,ANDRÉ,1916,6692,2.5667579530373814
501,ANDRÉ,1917,7826,2.7579061621194927
502,ANDRÉ,1918,9218,2.8335613174922765
503,ANDRÉ,1919,10378,2.8611758997347803
504,ANDRÉ,1920,18292,2.944485849823495
505,ANDRÉ,1921,18117,2.976083896095789
506,ANDRÉ,1922,17437,2.9914683877431627
507,ANDRÉ,1923,17391,2.961627081236557
508,ANDRÉ,1924,16985,2.886995009586489
509,ANDRÉ,1925,17614,2.915443208940648
510,ANDRÉ,1926,17513,2.8916470318224823
511,ANDRÉ,1927,17371,2.894505754519385
512,ANDRÉ,1928,17737,2.9271633564102353
513,ANDRÉ,1929,17316,2.8976194540105826
514,ANDRÉ,1930,17072,2.734346220253254
515,ANDRÉ,1931,17115,2.7738385614612286
516,ANDRÉ,1932,16954,2.7781328142154402
517,ANDRÉ,1933,15797,2.7288195614057815
518,ANDRÉ,1934,15454,2.648977108134283
519,ANDRÉ,1935,13989,2.5183579636387203
520,ANDRÉ,1936,13212,2.3985665242752288
521,ANDRÉ,1937,12642,2.3276066819729238
522,ANDRÉ,1938,12037,2.2372316836762196
523,ANDRÉ,1939,11349,2.1106250976366354
524,ANDRÉ,1940,10063,2.066557824805676
525,ANDRÉ,1941,9106,1.9756054169685975
526,ANDRÉ,1942,9790,1.9207037741142494
527,ANDRÉ,1943,10234,1.8564405826545975
528,ANDRÉ,1944,9775,1.7564097726460066
529,ANDRÉ,1945,9352,1.6580090417516176
530,ANDRÉ,1946,13208,1.5819801821289419
531,ANDRÉ,1947,12027,1.3965364687959387
532,ANDRÉ,1948,11499,1.3383395464845746
533,ANDRÉ,1949,10751,1.249465394771096
534,ANDRÉ,1950,9664,1.136966591017917
535,ANDRÉ,1951,8824,1.0822638251108756
536,ANDRÉ,1952,7421,0.9134449095848325
537,ANDRÉ,1953,6802,0.8557966319206356
538,ANDRÉ,1954,6254,0.7817832257870959
539,ANDRÉ,1955,5732,0.7200959792966125
540,ANDRÉ,1956,5265,0.6614280061054894
541,ANDRÉ,1957,4864,0.6046803051248645
542,ANDRÉ,1958,4232,0.5295586844120548
543,ANDRÉ,1959,3908,0.47993083494210864
544,ANDRÉ,1960,4006,0.4974772217275598
545,ANDRÉ,1961,3782,0.459894790858527
546,ANDRÉ,1962,3155,0.38639497772258435
547,ANDRÉ,1963,2820,0.33110599971116284
548,ANDRÉ,1964,2573,0.29932700864942213
549,ANDRÉ,1965,2161,0.2550662098058263
550,ANDRÉ,1966,1794,0.21285532245089736
551,ANDRÉ,1967,1547,0.18929382513019305
552,ANDRÉ,1968,1387,0.17178576692374667
553,ANDRÉ,1969,1192,0.14729323958629384
554,ANDRÉ,1970,958,0.11812285763606323
555,ANDRÉ,1971,874,0.10420467037225152
556,ANDRÉ,1972,678,0.08159640109324735
557,ANDRÉ,1973,557,0.06903030393162903
558,ANDRÉ,1974,415,0.05549678987845535
559,ANDRÉ,1975,312,0.045235616668744795
560,ANDRÉ,1976,263,0.03981307534056831
561,ANDRÉ,1977,261,0.038410200336420376
562,ANDRÉ,1978,249,0.03719821269310578
563,ANDRÉ,1979,254,0.03698327162174558
564,ANDRÉ,1980,294,0.040518750258410396
565,ANDRÉ,1981,284,0.03906395071339852
566,ANDRÉ,1982,231,0.03221227189946425
567,ANDRÉ,1983,189,0.028223277484096407
568,ANDRÉ,1984,234,0.03440063508864779
569,ANDRÉ,1985,189,0.02748946964231691
570,ANDRÉ,1986,185,0.02661009025854939
571,ANDRÉ,1987,187,0.027301502020603143
572,ANDRÉ,1988,187,0.027220113189090994
573,ANDRÉ,1989,127,0.01865885443448979
574,ANDRÉ,1990,141,0.020903784771073904
575,ANDRÉ,1991,116,0.01730188963482572
576,ANDRÉ,1992,117,0.017981603436484212
577,ANDRÉ,1993,131,0.02130805428186164
578,ANDRÉ,1994,141,0.023013119110028825
579,ANDRÉ,1995,132,0.021064490853702322
580,ANDRÉ,1996,99,0.015790002535970103
581,ANDRÉ,1997,111,0.01800615129060306
582,ANDRÉ,1998,118,0.018948487412905203
583,ANDRÉ,1999,99,0.01578048862131131
584,ANDRÉ,2000,105,0.0160096850971178
585,ANDRÉ,2001,79,0.012302574819899648
586,ANDRÉ,2002,98,0.0156380150571745
587,ANDRÉ,2003,64,0.010381672454989773
588,ANDRÉ,2004,63,0.010266338143846063
589,ANDRÉ,2005,69,0.011266041863958463
590,ANDRÉ,2006,55,0.008791082326088417
591,ANDRÉ,2007,57,0.009338934509492944
592,ANDRÉ,2008,37,0.006020459800413622
593,ANDRÉ,2009,45,0.007406688074738421
594,ANDRÉ,2010,15,0.002485282982604676
595,ANDRÉ,2011,16,0.0027322357714553084
596,ANDRÉ,2012,40,0.0068958502497159764
597,ANDRÉ,2013,57,0.010004809329396938
598,ANDRÉ,2014,27,0.004745725770872845
599,ANDRÉ,2015,46,0.008351867822613589
600,ANDRÉ,2016,48,0.008973438621679828
601,ANDRÉ,2017,71,0.01363737639927165
602,ANDRÉ,2018,82,0.01605733644036266
603,ANDRÉ,2019,39,0.007742319718100154
604,ANDRÉ,2020,52,0.01067417690806044
605,JEANNE,1900,13981,3.5802358484526446
606,JEANNE,1901,14963,3.490661553032954
607,JEANNE,1902,14927,3.385958942951117
608,JEANNE,1903,15017,3.385043324587267
609,JEANNE,1904,14909,3.285983491839591
610,JEANNE,1905,15114,3.25775586876723
611,JEANNE,1906,15493,3.256467007594149
612,JEANNE,1907,14698,3.0922195900884035
613,JEANNE,1908,15312,3.0715717131354223
614,JEANNE,1909,15853,3.171957597851881
615,JEANNE,1910,15896,3.1268010677073597
616,JEANNE,1911,14757,3.025779717003377
617,JEANNE,1912,15519,2.992952992952993
618,JEANNE,1913,15347,2.949151304702078
619,JEANNE,1914,15368,3.0025887754603624
